,Word,e,t,a,o,i,th,he,in,er,an,Frequency
1980,swill,0,0,0,0,1,0,0,0,0,0,1.934302e-07
1981,swine,1,0,0,0,1,0,0,1,0,0,2.45332e-06
1982,swing,0,0,0,0,1,0,0,1,0,0,1.194188e-05
1983,swirl,0,0,0,0,1,0,0,0,0,0,2.0801139999999997e-06
1984,swish,0,0,0,0,1,0,0,0,0,0,9.396918000000001e-07
1985,swoon,0,0,0,2,0,0,0,0,0,0,8.022820000000001e-07
1986,swoop,0,0,0,2,0,0,0,0,0,0,1.1176800000000002e-06
1987,sword,0,0,0,1,0,0,0,0,0,0,3.392964e-05
1988,swore,1,0,0,1,0,0,0,0,0,0,6.732671999999999e-06
1989,sworn,0,0,0,1,0,0,0,0,0,0,5.780768e-06
1990,swung,0,0,0,0,0,0,0,0,0,0,1.4250660000000003e-05
1991,synod,0,0,0,1,0,0,0,0,0,0,1.596896e-06
1992,syrup,0,0,0,0,0,0,0,0,0,0,4.9829120000000005e-06
1993,tabby,0,1,1,0,0,0,0,0,0,0,8.702556e-07
1994,table,1,1,1,0,0,0,0,0,0,0,0.0002835378
1995,taboo,0,1,1,2,0,0,0,0,0,0,2.648868e-06
1996,tacit,0,2,1,0,1,0,0,0,0,0,3.298844e-06
1997,tacky,0,1,1,0,0,0,0,0,0,0,5.53949e-07
1998,taffy,0,1,1,0,0,0,0,0,0,0,4.816434e-07
1999,taint,0,2,1,0,1,0,0,1,0,0,1.1914700000000002e-06
2000,taken,1,1,1,0,0,0,0,0,0,0,0.00020062919999999998
2001,taker,1,1,1,0,0,0,0,0,1,0,1.180268e-06
2002,tally,0,1,1,0,0,0,0,0,0,0,1.8653e-06
2003,talon,0,1,1,1,0,0,0,0,0,0,1.1569264e-06
2004,tamer,1,1,1,0,0,0,0,0,1,0,3.646246e-07
2005,tango,0,1,1,1,0,0,0,0,0,1,1.3290700000000001e-06
2006,tangy,0,1,1,0,0,0,0,0,0,1,5.526956e-07
2007,taper,1,1,1,0,0,0,0,0,1,0,1.4024260000000002e-06
2008,tapir,0,1,1,0,1,0,0,0,0,0,1.3233748e-07
2009,tardy,0,1,1,0,0,0,0,0,0,0,5.698166e-07
2010,tarot,0,2,1,1,0,0,0,0,0,0,1.0218518e-06
2011,taste,1,2,1,0,0,0,0,0,0,0,3.957334e-05
2012,tasty,0,2,1,0,0,0,0,0,0,0,2.6166380000000003e-06
2013,tatty,0,3,1,0,0,0,0,0,0,0,2.5648060000000004e-07
2014,taunt,0,2,1,0,0,0,0,0,0,0,1.019362e-06
2015,tawny,0,1,1,0,0,0,0,0,0,0,1.1370922e-06
2016,teach,1,1,1,0,0,0,0,0,0,0,3.4867959999999996e-05
2017,teary,1,1,1,0,0,0,0,0,0,0,5.305766000000001e-07
2018,tease,2,1,1,0,0,0,0,0,0,0,3.637382e-06
2019,teddy,1,1,0,0,0,0,0,0,0,0,5.228998e-06
2020,teeth,2,2,0,0,0,1,0,0,0,0,4.272086e-05
2021,tempo,1,1,0,1,0,0,0,0,0,0,3.609972e-06
2022,tenet,2,2,0,0,0,0,0,0,0,0,1.27876e-06
2023,tenor,1,1,0,1,0,0,0,0,0,0,2.498178e-06
2024,tense,2,1,0,0,0,0,0,0,0,0,1.2569379999999999e-05
2025,tenth,1,2,0,0,0,1,0,0,0,0,8.562568e-06
2026,tepee,3,1,0,0,0,0,0,0,0,0,2.116346e-07
2027,tepid,1,1,0,0,1,0,0,0,0,0,6.916036e-07
2028,terra,1,1,1,0,0,0,0,0,1,0,3.2458360000000005e-06
2029,terse,2,1,0,0,0,0,0,0,1,0,9.162343999999999e-07
2030,testy,1,2,0,0,0,0,0,0,0,0,3.2354500000000003e-07
2031,thank,0,1,1,0,0,1,0,0,0,1,8.176628000000001e-05
2032,theft,1,2,0,0,0,1,1,0,0,0,8.024104e-06
2033,their,1,1,0,0,1,1,1,0,0,0,0.002028576
2034,theme,2,1,0,0,0,1,1,0,0,0,2.572092e-05
2035,there,2,1,0,0,0,1,1,0,1,0,0.001763988
2036,these,2,1,0,0,0,1,1,0,0,0,0.0010919380000000002
2037,theta,1,2,1,0,0,1,1,0,0,0,1.208508e-06
2038,thick,0,1,0,0,1,1,0,0,0,0,4.485326e-05
2039,thief,1,1,0,0,1,1,0,0,0,0,7.071489999999999e-06
2040,thigh,0,1,0,0,1,1,0,0,0,0,8.832278e-06
2041,thing,0,1,0,0,1,1,0,1,0,0,0.0002504406
2042,think,0,1,0,0,1,1,0,1,0,0,0.0004720592
2043,third,0,1,0,0,1,1,0,0,0,0,0.00015541219999999997
2044,thong,0,1,0,1,0,1,0,0,0,0,1.1015204e-06
2045,thorn,0,1,0,1,0,1,0,0,0,0,3.4461520000000005e-06
2046,those,1,1,0,1,0,1,0,0,0,0,0.0006227976
2047,three,2,1,0,0,0,1,0,0,0,0,0.0004516528
2048,threw,1,1,0,0,0,1,0,0,0,0,3.346528e-05
2049,throb,0,1,0,1,0,1,0,0,0,0,1.4914e-06
2050,throw,0,1,0,1,0,1,0,0,0,0,2.839144e-05
2051,thrum,0,1,0,0,0,1,0,0,0,0,3.3452739999999996e-07
2052,thumb,0,1,0,0,0,1,0,0,0,0,1.4745620000000001e-05
2053,thump,0,1,0,0,0,1,0,0,0,0,2.498024e-06
2054,thyme,1,1,0,0,0,1,0,0,0,0,2.429484e-06
2055,tiara,0,1,2,0,1,0,0,0,0,0,6.193882e-07
2056,tibia,0,1,1,0,2,0,0,0,0,0,1.400848e-06
2057,tidal,0,1,1,0,1,0,0,0,0,0,4.210322e-06
2058,tiger,1,1,0,0,1,0,0,0,1,0,8.578304e-06
2059,tight,0,2,0,0,1,0,0,0,0,0,3.513514e-05
2060,tilde,1,1,0,0,1,0,0,0,0,0,1.198664e-07
2061,timer,1,1,0,0,1,0,0,0,1,0,2.6775080000000004e-06
2062,timid,0,1,0,0,2,0,0,0,0,0,3.230534e-06
2063,tipsy,0,1,0,0,1,0,0,0,0,0,7.881790000000001e-07
2064,titan,0,2,1,0,1,0,0,0,0,1,1.562548e-06
2065,tithe,1,2,0,0,1,1,1,0,0,0,9.816842e-07
2066,title,1,2,0,0,1,0,0,0,0,0,5.519962e-05
2067,toast,0,2,1,1,0,0,0,0,0,0,6.962177999999999e-06
2068,today,0,1,1,1,0,0,0,0,0,0,0.0001486988
2069,toddy,0,1,0,1,0,0,0,0,0,0,2.7723379999999997e-07
2070,token,1,1,0,1,0,0,0,0,0,0,6.557176e-06
2071,tonal,0,1,1,1,0,0,0,0,0,0,1.538918e-06
2072,tonga,0,1,1,1,0,0,0,0,0,0,7.365697999999999e-07
2073,tonic,0,1,0,1,1,0,0,0,0,0,2.942766e-06
2074,tooth,0,2,0,2,0,1,0,0,0,0,9.639326e-06
2075,topaz,0,1,1,1,0,0,0,0,0,0,6.358438e-07
2076,topic,0,1,0,1,1,0,0,0,0,0,3.46705e-05
2077,torch,0,1,0,1,0,0,0,0,0,0,5.4154560000000006e-06
2078,torso,0,1,0,2,0,0,0,0,0,0,4.155722e-06
2079,torus,0,1,0,1,0,0,0,0,0,0,6.53751e-07
2080,total,0,2,1,1,0,0,0,0,0,0,0.0001316048
2081,totem,1,2,0,1,0,0,0,0,0,0,1.0440734e-06
2082,touch,0,1,0,1,0,0,0,0,0,0,6.440013999999999e-05
2083,tough,0,1,0,1,0,0,0,0,0,0,1.736112e-05
2084,towel,1,1,0,1,0,0,0,0,0,0,9.591914e-06
2085,tower,1,1,0,1,0,0,0,0,1,0,2.331996e-05
2086,toxic,0,1,0,1,1,0,0,0,0,0,1.2547939999999998e-05
2087,toxin,0,1,0,1,1,0,0,1,0,0,3.05779e-06
2088,trace,1,1,1,0,0,0,0,0,0,0,2.248894e-05
2089,track,0,1,1,0,0,0,0,0,0,0,3.963176e-05
2090,tract,0,2,1,0,0,0,0,0,0,0,1.322114e-05
2091,trade,1,1,1,0,0,0,0,0,0,0,0.00011082429999999999
2092,trail,0,1,1,0,1,0,0,0,0,0,2.7501180000000002e-05
2093,train,0,1,1,0,1,0,0,1,0,0,4.924028e-05
2094,trait,0,2,1,0,1,0,0,0,0,0,7.849066000000001e-06
2095,tramp,0,1,1,0,0,0,0,0,0,0,2.223082e-06
2096,trash,0,1,1,0,0,0,0,0,0,0,6.82154e-06
2097,trawl,0,1,1,0,0,0,0,0,0,0,3.70317e-07
2098,tread,1,1,1,0,0,0,0,0,0,0,3.6799060000000003e-06
2099,treat,1,2,1,0,0,0,0,0,0,0,3.3986900000000005e-05
2100,trend,1,1,0,0,0,0,0,0,0,0,2.063926e-05
2101,triad,0,1,1,0,1,0,0,0,0,0,2.3843480000000002e-06
2102,trial,0,1,1,0,1,0,0,0,0,0,5.735798e-05
2103,tribe,1,1,0,0,1,0,0,0,0,0,1.4016540000000001e-05
2104,trice,1,1,0,0,1,0,0,0,0,0,2.999868e-07
2105,trick,0,1,0,0,1,0,0,0,0,0,1.219864e-05
2106,tried,1,1,0,0,1,0,0,0,0,0,0.00012798000000000003
2107,tripe,1,1,0,0,1,0,0,0,0,0,3.019496e-07
2108,trite,1,2,0,0,1,0,0,0,0,0,5.52296e-07
2109,troll,0,1,0,1,0,0,0,0,0,0,1.4581420000000002e-06
2110,troop,0,1,0,2,0,0,0,0,0,0,4.3155419999999995e-06
2111,trope,1,1,0,1,0,0,0,0,0,0,2.159768e-06
2112,trout,0,2,0,1,0,0,0,0,0,0,4.609505999999999e-06
2113,trove,1,1,0,1,0,0,0,0,0,0,7.44246e-07
2114,truce,1,1,0,0,0,0,0,0,0,0,2.366012e-06
2115,truck,0,1,0,0,0,0,0,0,0,0,2.649334e-05
2116,truer,1,1,0,0,0,0,0,0,1,0,1.0729198e-06
2117,truly,0,1,0,0,0,0,0,0,0,0,4.902888e-05
2118,trump,0,1,0,0,0,0,0,0,0,0,1.3776704e-05
2119,trunk,0,1,0,0,0,0,0,0,0,0,1.271696e-05
2120,truss,0,1,0,0,0,0,0,0,0,0,1.0275496e-06
2121,trust,0,2,0,0,0,0,0,0,0,0,9.09199e-05
2122,truth,0,2,0,0,0,1,0,0,0,0,0.0001228962
2123,tryst,0,2,0,0,0,0,0,0,0,0,4.522726e-07
2124,tubal,0,1,1,0,0,0,0,0,0,0,6.46965e-07
2125,tuber,1,1,0,0,0,0,0,0,1,0,5.014984e-07
2126,tulip,0,1,0,0,1,0,0,0,0,0,8.27482e-07
2127,tulle,1,1,0,0,0,0,0,0,0,0,3.017154e-07
2128,tumor,0,1,0,1,0,0,0,0,0,0,2.1188919999999998e-05
2129,tunic,0,1,0,0,1,0,0,0,0,0,2.68746e-06
2130,turbo,0,1,0,1,0,0,0,0,0,0,8.272364e-07
2131,tutor,0,2,0,1,0,0,0,0,0,0,3.952922e-06
2132,twang,0,1,1,0,0,0,0,0,0,1,4.4653960000000006e-07
2133,tweak,1,1,1,0,0,0,0,0,0,0,7.329592e-07
2134,tweed,2,1,0,0,0,0,0,0,0,0,1.3122560000000002e-06
2135,tweet,2,2,0,0,0,0,0,0,0,0,1.7037800000000002e-06
2136,twice,1,1,0,0,1,0,0,0,0,0,3.7745419999999994e-05
2137,twine,1,1,0,0,1,0,0,1,0,0,1.080312e-06
2138,twirl,0,1,0,0,1,0,0,0,0,0,5.34403e-07
2139,twist,0,2,0,0,1,0,0,0,0,0,8.993386e-06
2140,twixt,0,2,0,0,1,0,0,0,0,0,3.5866100000000004e-07
2141,tying,0,1,0,0,1,0,0,1,0,0,3.5428139999999997e-06
2142,udder,1,0,0,0,0,0,0,0,1,0,2.6351539999999996e-07
2143,ulcer,1,0,0,0,0,0,0,0,1,0,2.7188719999999996e-06
2144,ultra,0,1,1,0,0,0,0,0,0,0,5.0995940000000005e-06
2145,umbra,0,0,1,0,0,0,0,0,0,0,2.241022e-07
2146,uncle,1,0,0,0,0,0,0,0,0,0,3.954616e-05
2147,uncut,0,1,0,0,0,0,0,0,0,0,4.904904e-07
2148,under,1,0,0,0,0,0,0,0,1,0,0.000455683
2149,undid,0,0,0,0,1,0,0,0,0,0,1.362908e-06
2150,undue,1,0,0,0,0,0,0,0,0,0,3.022344e-06
2151,unfed,1,0,0,0,0,0,0,0,0,0,7.367205999999999e-08
2152,unfit,0,1,0,0,1,0,0,0,0,0,2.294658e-06
2153,unify,0,0,0,0,1,0,0,0,0,0,1.158548e-06
2154,union,0,0,0,1,1,0,0,0,0,0,8.600657999999999e-05
2155,unite,1,1,0,0,1,0,0,0,0,0,4.5379440000000006e-06
2156,unity,0,1,0,0,1,0,0,0,0,0,2.377636e-05
2157,unlit,0,1,0,0,1,0,0,0,0,0,5.621308e-07
2158,unmet,1,1,0,0,0,0,0,0,0,0,9.501952e-07
2159,unset,1,1,0,0,0,0,0,0,0,0,8.093514000000001e-08
2160,untie,1,1,0,0,1,0,0,0,0,0,8.381442000000001e-07
2161,until,0,1,0,0,1,0,0,0,0,0,0.0003000674
2162,unwed,1,0,0,0,0,0,0,0,0,0,3.274464e-07
2163,unzip,0,0,0,0,1,0,0,0,0,0,3.581486e-07
2164,upper,1,0,0,0,0,0,0,0,1,0,5.8731919999999994e-05
2165,upset,1,1,0,0,0,0,0,0,0,0,1.929382e-05
2166,urban,0,0,1,0,0,0,0,0,0,1,6.701002e-05
2167,urine,1,0,0,0,1,0,0,1,0,0,1.0791088e-05
2168,usage,1,0,1,0,0,0,0,0,0,0,1.727268e-05
2169,usher,1,0,0,0,0,0,1,0,1,0,2.0070299999999996e-06
2170,using,0,0,0,0,1,0,0,1,0,0,0.00029952
2171,usual,0,0,1,0,0,0,0,0,0,0,4.76482e-05
2172,usurp,0,0,0,0,0,0,0,0,0,0,5.600184e-07
2173,utile,1,1,0,0,1,0,0,0,0,0,1.524752e-07
2174,utter,1,2,0,0,0,0,0,0,1,0,9.776142000000001e-06
2175,vague,1,0,1,0,0,0,0,0,0,0,1.2424460000000002e-05
2176,valet,1,1,1,0,0,0,0,0,0,0,2.005048e-06
2177,valid,0,0,1,0,1,0,0,0,0,0,2.209962e-05
2178,valor,0,0,1,1,0,0,0,0,0,0,1.5496039999999999e-06
2179,value,1,0,1,0,0,0,0,0,0,0,0.0002267028
2180,valve,1,0,1,0,0,0,0,0,0,0,1.185168e-05
2181,vapid,0,0,1,0,1,0,0,0,0,0,2.5142399999999996e-07
2182,vapor,0,0,1,1,0,0,0,0,0,0,6.693542000000001e-06
2183,vault,0,1,1,0,0,0,0,0,0,0,4.019464000000001e-06
2184,vaunt,0,1,1,0,0,0,0,0,0,0,1.1260456000000001e-07
2185,vegan,1,0,1,0,0,0,0,0,0,1,2.26023e-06
2186,venom,1,0,0,1,0,0,0,0,0,0,2.417992e-06
2187,venue,2,0,0,0,0,0,0,0,0,0,5.218342e-06
2188,verge,2,0,0,0,0,0,0,0,1,0,4.4605159999999995e-06
2189,verse,2,0,0,0,0,0,0,0,1,0,2.33729e-05
2190,verso,1,0,0,1,0,0,0,0,1,0,2.7973960000000004e-06
2191,verve,2,0,0,0,0,0,0,0,1,0,3.29142e-07
2192,vicar,0,0,1,0,1,0,0,0,0,0,3.050388e-06
2193,video,1,0,0,1,1,0,0,0,0,0,4.036538e-05
2194,vigil,0,0,0,0,2,0,0,0,0,0,1.527096e-06
2195,vigor,0,0,0,1,1,0,0,0,0,0,2.356196e-06
2196,villa,0,0,1,0,1,0,0,0,0,0,7.399578e-06
2197,vinyl,0,0,0,0,1,0,0,1,0,0,2.79678e-06
2198,viola,0,0,1,1,1,0,0,0,0,0,2.068956e-06
2199,viper,1,0,0,0,1,0,0,0,1,0,1.05921e-06
2200,viral,0,0,1,0,1,0,0,0,0,0,9.458854000000001e-06
2201,virus,0,0,0,0,1,0,0,0,0,0,1.9826960000000002e-05
2202,visit,0,1,0,0,2,0,0,0,0,0,6.77293e-05
2203,visor,0,0,0,1,1,0,0,0,0,0,8.742812e-07
2204,vista,0,1,1,0,1,0,0,0,0,0,2.357458e-06
2205,vital,0,1,1,0,1,0,0,0,0,0,2.489664e-05
2206,vivid,0,0,0,0,2,0,0,0,0,0,8.11974e-06
2207,vixen,1,0,0,0,1,0,0,0,0,0,5.342600000000001e-07
2208,vocal,0,0,1,1,0,0,0,0,0,0,8.715668e-06
2209,vodka,0,0,1,1,0,0,0,0,0,0,2.8804e-06
2210,vogue,1,0,0,1,0,0,0,0,0,0,1.8532540000000001e-06
2211,voice,1,0,0,1,1,0,0,0,0,0,0.00020778960000000001
2212,voila,0,0,1,1,1,0,0,0,0,0,1.9934239999999995e-07
2213,vomit,0,1,0,1,1,0,0,0,0,0,2.3257659999999997e-06
2214,voter,1,1,0,1,0,0,0,0,1,0,4.116912e-06
2215,vouch,0,0,0,1,0,0,0,0,0,0,6.864891999999999e-07
2216,vowel,1,0,0,1,0,0,0,0,0,0,3.6803739999999997e-06
2217,vying,0,0,0,0,1,0,0,1,0,0,6.945894e-07
2218,wacky,0,0,1,0,0,0,0,0,0,0,3.55536e-07
2219,wafer,1,0,1,0,0,0,0,0,1,0,1.648104e-06
2220,wager,1,0,1,0,0,0,0,0,1,0,1.9750319999999998e-06
2221,wagon,0,0,1,1,0,0,0,0,0,0,9.47814e-06
2222,waist,0,1,1,0,1,0,0,0,0,0,1.9007760000000002e-05
2223,waive,1,0,1,0,1,0,0,0,0,0,1.104494e-06
2224,waltz,0,1,1,0,0,0,0,0,0,0,2.0002379999999997e-06
2225,warty,0,1,1,0,0,0,0,0,0,0,1.612814e-07
2226,waste,1,1,1,0,0,0,0,0,0,0,4.196058e-05
2227,watch,0,1,1,0,0,0,0,0,0,0,7.34427e-05
2228,water,1,1,1,0,0,0,0,0,1,0,0.0003303872
2229,waver,1,0,1,0,0,0,0,0,1,0,9.41037e-07
2230,waxen,1,0,1,0,0,0,0,0,0,0,2.88969e-07
2231,weary,1,0,1,0,0,0,0,0,0,0,9.744464e-06
2232,weave,2,0,1,0,0,0,0,0,0,0,3.1284339999999996e-06
2233,wedge,2,0,0,0,0,0,0,0,0,0,4.073570000000001e-06
2234,weedy,2,0,0,0,0,0,0,0,0,0,4.1800739999999996e-07
2235,weigh,1,0,0,0,1,0,0,0,0,0,5.571156e-06
2236,weird,1,0,0,0,1,0,0,0,0,0,1.3784579999999999e-05
2237,welch,1,0,0,0,0,0,0,0,0,0,2.204274e-06
2238,welsh,1,0,0,0,0,0,0,0,0,0,6.172553999999999e-06
2239,whack,0,0,1,0,0,0,0,0,0,0,1.0250464000000001e-06
2240,whale,1,0,1,0,0,0,0,0,0,0,5.57469e-06
2241,wharf,0,0,1,0,0,0,0,0,0,0,2.249484e-06
2242,wheat,1,1,1,0,0,0,1,0,0,0,1.415516e-05
2243,wheel,2,0,0,0,0,0,1,0,0,0,2.178336e-05
2244,whelp,1,0,0,0,0,0,1,0,0,0,2.163258e-07
2245,where,2,0,0,0,0,0,1,0,1,0,0.000765294
2246,which,0,0,0,0,1,0,0,0,0,0,0.002061152
2247,whiff,0,0,0,0,1,0,0,0,0,0,1.5275779999999998e-06
2248,while,1,0,0,0,1,0,0,0,0,0,0.0005801339999999999
2249,whine,1,0,0,0,1,0,0,1,0,0,1.607964e-06
2250,whiny,0,0,0,0,1,0,0,1,0,0,2.750848e-07
2251,whirl,0,0,0,0,1,0,0,0,0,0,1.5420540000000002e-06
2252,whisk,0,0,0,0,1,0,0,0,0,0,3.091706e-06
2253,white,1,1,0,0,1,0,0,0,0,0,0.0002339336
2254,whole,1,0,0,1,0,0,0,0,0,0,0.00021619120000000003
2255,whoop,0,0,0,2,0,0,0,0,0,0,8.112173999999999e-07
2256,whose,1,0,0,1,0,0,0,0,0,0,0.0001381142
2257,widen,1,0,0,0,1,0,0,0,0,0,2.4311580000000002e-06
2258,wider,1,0,0,0,1,0,0,0,1,0,2.595518e-05
2259,widow,0,0,0,1,1,0,0,0,0,0,1.0801408e-05
2260,width,0,1,0,0,1,1,0,0,0,0,1.4595999999999999e-05
2261,wield,1,0,0,0,1,0,0,0,0,0,1.7214480000000002e-06
2262,wight,0,1,0,0,1,0,0,0,0,0,1.0150764e-06
2263,willy,0,0,0,0,1,0,0,0,0,0,2.3649799999999997e-06
2264,wimpy,0,0,0,0,1,0,0,0,0,0,1.933354e-07
2265,wince,1,0,0,0,1,0,0,1,0,0,1.387536e-06
2266,winch,0,0,0,0,1,0,0,1,0,0,8.013344e-07
2267,windy,0,0,0,0,1,0,0,1,0,0,1.947308e-06
2268,wiser,1,0,0,0,1,0,0,0,1,0,3.4541919999999997e-06
2269,wispy,0,0,0,0,1,0,0,0,0,0,6.422342e-07
2270,witch,0,1,0,0,1,0,0,0,0,0,1.094272e-05
2271,witty,0,2,0,0,1,0,0,0,0,0,2.28608e-06
2272,woken,1,0,0,1,0,0,0,0,0,0,2.7415699999999997e-06
2273,woman,0,0,1,1,0,0,0,0,0,1,0.00024400340000000002
2274,women,1,0,0,1,0,0,0,0,0,0,0.000325652
2275,woody,0,0,0,2,0,0,0,0,0,0,2.984542e-06
2276,wooer,1,0,0,2,0,0,0,0,1,0,9.326172e-08
2277,wooly,0,0,0,2,0,0,0,0,0,0,1.4223620000000001e-07
2278,woozy,0,0,0,2,0,0,0,0,0,0,3.988652e-07
2279,wordy,0,0,0,1,0,0,0,0,0,0,3.312536e-07
2280,world,0,0,0,1,0,0,0,0,0,0,0.000550316
2281,worry,0,0,0,1,0,0,0,0,0,0,4.443928e-05
2282,worse,1,0,0,1,0,0,0,0,0,0,5.138892000000001e-05
2283,worst,0,1,0,1,0,0,0,0,0,0,3.12257e-05
2284,worth,0,1,0,1,0,1,0,0,0,0,6.346285999999999e-05
2285,would,0,0,0,1,0,0,0,0,0,0,0.0017049320000000004
2286,wound,0,0,0,1,0,0,0,0,0,0,2.73388e-05
2287,woven,1,0,0,1,0,0,0,0,0,0,5.161908e-06
2288,wrack,0,0,1,0,0,0,0,0,0,0,2.167842e-07
2289,wrath,0,1,1,0,0,1,0,0,0,0,8.685152e-06
2290,wreak,1,0,1,0,0,0,0,0,0,0,7.418119999999999e-07
2291,wreck,1,0,0,0,0,0,0,0,0,0,4.713624000000001e-06
2292,wrest,1,1,0,0,0,0,0,0,0,0,6.534344e-07
2293,wring,0,0,0,0,1,0,0,1,0,0,8.154023999999999e-07
2294,wrist,0,1,0,0,1,0,0,0,0,0,1.361658e-05
2295,write,1,1,0,0,1,0,0,0,0,0,8.124126e-05
2296,wrong,0,0,0,1,0,0,0,0,0,0,0.000107048
2297,wrote,1,1,0,1,0,0,0,0,0,0,7.987140000000001e-05
2298,wrung,0,0,0,0,0,0,0,0,0,0,1.514482e-06
2299,wryly,0,0,0,0,0,0,0,0,0,0,1.310946e-06
2300,yacht,0,1,1,0,0,0,0,0,0,0,3.82672e-06
2301,yearn,1,0,1,0,0,0,0,0,0,0,9.116104e-07
2302,yeast,1,1,1,0,0,0,0,0,0,0,5.806948e-06
2303,yield,1,0,0,0,1,0,0,0,0,0,2.821524e-05
2304,young,0,0,0,1,0,0,0,0,0,0,0.0002534789999999999
2305,youth,0,1,0,1,0,1,0,0,0,0,5.3241140000000004e-05
2306,zebra,1,0,1,0,0,0,0,0,0,0,1.0607794e-06
2307,zesty,1,1,0,0,0,0,0,0,0,0,1.614088e-07
2308,zonal,0,0,1,1,0,0,0,0,0,0,5.638338e-07
